Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
Brazil,"Jan 20, 2021",Message circulating in the WhatsApp application presents vaccination dates in São Paulo between March and June according to different age groups that encompass more than the target population of the first phase of vaccination against covid-19,social media,0,https://noticias.uol.com.br/confere/ultimas-noticias/2021/01/19/corrente-mensagem-cronograma-data-vacinacao-sao-paulo.htm
Bolivia,"Jan 20, 2021",La Paz governor candidate Franklin Flores said that doctors are infected with covid-19,multiple sources,0,https://factual.afp.com/no-existen-registros-de-la-supuesta-frase-de-franklin-flores-sobre-medicos-que-se-contagian-adrede
India,"Jan 20, 2021","In India, 200,000 people did not get sick even after taking Covid.",social media,0,https://bangla.boomlive.in/fact-check/fact-check-no-cases-of-side-effects-reported-in-india-after-taking-covid-19-vaccine-11622
United States,"Jan 20, 2021",Joe Biden plans to discriminate against white men with COVID-19 economic relief,person,1,https://www.usatoday.com/story/news/factcheck/2021/01/19/fact-check-biden-didnt-say-he-would-discriminate-covid-relief/4213252001/
Colombia,"Jan 20, 2021",Colombia will pay $ 21 for each vaccine against covid-19,multiple sources,0,https://factual.afp.com/la-cifra-utilizada-en-un-grafico-sobre-el-costo-de-la-vacuna-de-astrazeneca-en-colombia-es-inexacta
United States,"Jan 20, 2021","The coronavirus has ""taken as many lives in one year as America lost in all of World War II.""",joe biden,1,https://www.politifact.com/article/2021/jan/20/joe-bidens-inauguration-extraordinary-times-fact-c/
Turkey,"Jan 19, 2021","Ateş Kara""s claim that he said he could pass Covid-19 from bread",social media,0,https://teyit.org/analiz-bilim-kurulu-uyesi-ates-karanin-ekmekten-covid-19-gecebilecegini-soyledigi-iddiasi
United States,"Jan 19, 2021",Pharmaceutical companies are immune from COVID-19 vaccine lawsuits,twitter,2,https://www.newsweek.com/fact-check-are-pharmaceutical-companies-immune-covid-19-vaccine-lawsuits-1562793
China,"Jan 19, 2021","Angélica, Luciano Huck""s wife, being interviewed by Jovem Pan. She said she is in favor of all the Brazilian people getting the vaccine from China. The reporter asked if she has the courage to get the vaccine. She said that neither she nor her family need to be vaccinated because they have high immunity.",social media,0,https://www.aosfatos.org/noticias/e-falso-que-angelica-disse-que-nao-tomara-vacina-contra-covid-19/
United Kingdom,"Jan 19, 2021",The new Covid-19 strain appeared within a week of the United Kingdom getting its first vaccine. This is not a coincidence but a conspiracy.,twitter,0,https://www.indiatoday.in/fact-check/story/fact-check-conspiracy-theory-claims-covid-19-vaccine-caused-new-strain-in-uk-1760761-2021-01-19
Brazil,"Jan 19, 2021",Neymar lines up to get Covid-19 vaccine before everyone else.,facebook,0,https://www.aosfatos.org/noticias/foto-em-que-neymar-aparece-sendo-vacinado-e-de-2010-nao-atual/
China,"Jan 19, 2021","Angélica Huck""s wife was interviewed by Jovem Pan She said she is in favor of all Brazilian people taking [sic] vaccine from China the reporter asked if she has the courage to take the vaccine she said that neither she nor her family needs to have a vaccine because they have high immunity",facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-angelica-vacina-covid/
Brazil,"Jan 19, 2021","How would you feel if a doctor told you that he can find out if you have coronavirus based on a heads-up game? Yeah! This is more or less what will happen with your immunization, if you choose to take the 50.38% xing ling vaccine of João Dória",twitter,0,https://politica.estadao.com.br/blogs/estadao-verifica/eficacia-de-5038-nao-quer-dizer-que-vacinados-pela-coronavac-estarao-protegidos-pela-metade/
United States,"Jan 19, 2021",The video shows Kamala Harris actually wasn't vaccinated,facebook,0,https://sprawdzam.afp.com/nie-amerykanska-polityk-zaszczepila-sie-przy-uzyciu-bezpiecznej-strzykawki
Norway,"Jan 19, 2021",Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,facebook,0,https://correctiv.org/faktencheck/2021/01/19/nein-norwegen-hat-den-impfstoff-von-pfizer-und-biontech-nicht-wegen-todesfaellen-verboten/
India,"Jan 19, 2021"," A news paper clip is going viral on social media, in which it is written that about 40 students were admitted to hospital after vaccination in Kanpur. ",social media,0,https://www.vishvasnews.com/politics/fact-check-post-claiming-40-students-hospitalised-after-taking-covid-19-vaccine-is-fake/
United States,"Jan 19, 2021",Biden's Health Pick Put COVID-19 Patients Into Nursing Homes,person,0,https://www.newsweek.com/fact-check-did-bidens-assistant-secretary-health-pick-contribute-elderly-deaths-1562802
United States,"Jan 19, 2021",Biden's pick for assistant secretary of health contributed to elderly deaths,person,0,https://www.newsweek.com/fact-check-did-bidens-assistant-secretary-health-pick-contribute-elderly-deaths-1562802
Turkey,"Jan 19, 2021","Nusrat""s assertion that the vaccine in Turkey",social media,0,https://teyit.org/analiz-nusretin-turkiyede-asi-oldugu-iddiasi
France,"Jan 19, 2021",Brigitte Macron at the bedside of sick children without mask or barrier gesture,multiple sources,1,https://factuel.afp.com/attention-ces-photos-ne-montrent-pas-brigitte-macron-sans-masque-dans-un-hopital-en-pleine-pandemie
India,"Jan 19, 2021",The video is claimed to show hundreds of residents who collapsed after being injected with the Covid-19 Sinovac vaccine,youtube,0,https://cekfakta.tempo.co/fakta/1205/keliru-klaim-ini-video-ratusan-warga-yang-terkapar-usai-disuntik-vaksin-sinovac
Italy ,"Jan 19, 2021","Italian scientists did the Covid test on a kiwi, and the result was positive.",multiple sources,0,https://factual.afp.com/el-experimento-con-kiwis-no-demuestra-que-las-pruebas-de-antigenos-para-covid-19-son-invalidas
Bosina,"Jan 19, 2021",A court in Bosnia ruled that the measures taken by the covid-19 pandemic constitute a violation of human rights,multiple sources,1,https://factual.afp.com/una-corte-de-bosnia-declaro-que-medidas-por-covid-19-violan-dd-hh-pero-no-ordeno-su-anulacion
Italy ,"Jan 19, 2021","Italian scientists did the Covid test on a kiwi, and the result was positive.",social media,0,https://www.animalpolitico.com/elsabueso/pruebas-covid-no-estan-hechas-para-aplicarse-en-alimentos/
Thailand,"Jan 19, 2021",Video shows Siriraj Hospital's dean giving tips about Covid-19,multiple sources,1,https://factcheck.afp.com/video-1ly-purports-show-covid-19-prevention-tips-thai-hospital-dean
China,"Jan 19, 2021",Researchers warned in The Lancet that a form COVID-19 vaccine in development (and approved for limited use in China) could potentially increase the risk of acquiring HIV.,news media,1,https://www.snopes.com/fact-check/ad5-vaccine-hiv/
Norway,"Jan 18, 2021",Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,No data,2,https://fullfact.org/online/norway-vaccine-deaths/
Poland,"Jan 18, 2021","Elderly people (...) there, this mortality rate (on COVID-19 - note by Demagog) reaches, in this top group, i.e. in the oldest group, even 23%. So (...) over 85 years of age this mortality is 23% when sick. In the case of the youngest, so to speak, 75+, that is 75-80 years of age, it is 13% of deaths among people who fall ill.",person,2,https://demagog.org.pl/wypowiedzi/ile-wynosi-wspolczynnik-smiertelnosci-na-covid-19-w-grupie-osob-85/
India,"Jan 18, 2021"," A news paper clip is going viral on social media, in which it is written that about 40 students were admitted to hospital after vaccination in Kanpur. ",twitter,0,https://www.vishvasnews.com/tamil/health/fact-check-post-claiming-forty-students-were-admitted-to-kanpur-hospital-after-taking-covid-vaccine-is-fake/
United States,"Jan 18, 2021","The ""virologist and immunologist"" Robert Oswald examined 1,500 ""allegedly positive"" corona samples under a scanning electron microscope and only found influenza viruses. He wrote that Covid-19 did not exist and was fictional.",multiple sources,0,https://fakty.afp.com/tento-vedec-nie-je-ani-virolog-ani-imunolog-existenciu-ochorenia-covid-19-nikdy-nespochybnil
Portugal,"Jan 18, 2021",“Someone forgot! Just to remember! STF removed the president from control of Covid-19 and gave it to governors and mayors. They do not cover the president ”.,social media,0,https://www.aosfatos.org/noticias/e-falso-que-stf-afastou-bolsonaro-e-deu-governadores-controle-de-acoes-contra-pandemia/
Brazil,"Jan 18, 2021","This nurse who made a whole theater today, in fact, had already been vaccinated before. ! 2 doses in the ""testing"" phase !! These jammed pants just live on lies!",social media,0,https://www.boatos.org/saude/enfermeira-monica-calazans-ja-havia-sido-vacinada-covid-19.html
Thailand,"Jan 18, 2021",Sri Lankan Covid-19 medication used in Thailand to cure coronavirus patients,multiple sources,1,https://factcheck.afp.com/sri-lankan-social-media-posts-share-1-report-about-3-herbal-cure-covid-19
Portugal,"Jan 18, 2021","""In Évora, the police found 16 people infected and forced to be at home, shopping on the Continent. Also in Évora, a family doctor, found a patient of hers who was shopping, also positive with an obligation to be at home, at Lidl . Called the police """,facebook,0,https://observador.pt/factchecks/fact-check-psp-encontrou-16-infetados-com-o-novo-coronavirus-em-supermercado-de-evora/
Brazil,"Jan 18, 2021",Nurse Mônica Calazans already had immunity against the Covid-19 virus.,facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/
Italy,"Jan 18, 2021","""Doctors in Italy violated the law of the World Health Organization (WHO), which does not authorize post-mortem autopsies on the bodies of people who died with the corona virus, in order to find out after some kind of scientific discovery""",facebook,0,https://observador.pt/factchecks/fact-check-oms-proibiu-realizacao-de-autopsias-durante-a-pandemia/
Portugal,"Jan 18, 2021","The Ministry has no protocols on this [early treatment of Covid-19 using drugs], nor could it have.",person,0,https://www.aosfatos.org/noticias/pazuello-engana-ao-afirmar-que-ministerio-nao-indica-drogas-sem-eficacia-comprovada-contra-covid-19/
Germany,"Jan 18, 2021","During the weekend, according to the Koch Institute, the Germans vaccinated over 100,000. people.",person,0,https://demagog.org.pl/wypowiedzi/czy-niemcy-zaszczepili-ponad-100-tys-osob-w-ciagu-weekendu/
Philippines,"Jan 18, 2021",Philippine presidential spokesperson Harry Roque calls poor people a 'burden' in coronavirus vaccination efforts.,multiple sources,0,https://factcheck.afp.com/doctored-news-graphic-0ly-claims-filipino-official-branded-poor-people-burden-coronavirus
Norway,"Jan 18, 2021",Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,person,3,https://fakenews.pl/zdrowie/czy-23-osoby-zmarly-w-norwegii-po-przyjeciu-szczepionki-na-covid/
India,"Jan 18, 2021"," A news paper clip is going viral on social media, in which it is written that about 40 students were admitted to hospital after vaccination in Kanpur. ",twitter,0,https://www.vishvasnews.com/english/health/fact-check-post-claiming-40-students-hospitalised-after-taking-covid-vaccine-is-fake/
Nigeria,"Jan 18, 2021",The incubation period of the new variant of COVID-19 in Nigeria is between 24 to 72 hours.,social media,3,https://dubawa.org/how-2-is-claim-that-the-new-covid-19-variant-in-nigeria-has-shorter-incubation-period/
Norway,"Jan 18, 2021",Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,facebook,0,https://facta.news/notizia-imprecisa/2021/01/18/non-e-ancora-possibile-stabilire-se-e-quanti-decessi-in-norvegia-siano-davvero-legati-al-vaccino-pfizer/
Indonesia,"Jan 18, 2021","A chain message entitled ""Vaccinations of the President Must Be Repeated and Be Careful with Vaccinations"". According to this message, the vaccination carried out by President Jokowi failed. The message also touched on the ADE reaction to the Covid-19 vaccine and called the Sinovac vaccine the weakest Covid-19 vaccine.",social media,0,https://cekfakta.tempo.co/fakta/1200/sesat-pesan-berantai-yang-sebut-vaksinasi-covid-19-presiden-jokowi-harus-diulang
United States,"Jan 18, 2021",US govt fact sheet says COVID-19 is a biological weapon,multiple sources,0,https://www.thequint.com/news/webqoof/us-govt-fact-sheet-misrepresented-to-claim-covid-19-was-lab-made
Indonesia,"Jan 18, 2021","Chief of Staff of the Military District Command (Kasdim) 0817 Gresik, East Java, Major Inf Sugeng Riyadi, died from being injected with the Covid-19 vaccine",whatsapp,0,https://cekfakta.tempo.co/fakta/1201/keliru-kepala-staf-kodim-gresik-meninggal-akibat-disuntik-vaksin-covid-19
India,"Jan 18, 2021"," A news paper clip is going viral on social media, in which it is written that about 40 students were admitted to hospital after vaccination in Kanpur. ",social media,0,https://factly.in/this-incident-of-students-getting-hospitalized-after-vaccination-is-old-and-not-related-to-covid-19/
Ireland,"Jan 18, 2021",Ireland’s Health Protection Surveillance Center said there are no records proving that COVID-19 exists.,facebook,0,https://verafiles.org/articles/vera-files-fact-check-filipina-vlogger-makes-0-claim-cov
China,"Jan 18, 2021","In January 2021, Chinese health officials detected the coronavirus in ice cream produced in Tianjin.",news media,2,https://www.snopes.com/fact-check/ice-cream-covid19/
United States,"Jan 17, 2021", Cornell University professor Rob Oswald said that Covid-19 is a scam.,multiple sources,0,https://www.ellinikahoaxes.gr/2021/01/17/cornell-robert-oswald-covid-19/
United States,"Jan 17, 2021",The U.S. has COVID-19 vaccines in reserve.,twitter,0,https://misbar.com/en/factcheck/2021/01/17/the-u-s-doesnt-have-vaccine-stockpiles-of-covid-19
Israel,"Jan 17, 2021","In a publication that is circulating on social networks, it is highlighted that ""a 75-year-old man dies of a heart attack two hours after receiving the Covid-19 vaccine in Israel"". In the respective text it is alleged that the Israeli Government, through the Ministry of Health, has already confirmed the occurrence of death",social media,0,https://poligrafo.sapo.pt/fact-check/homem-morreu-de-ataque-cardiaco-duas-horas-depois-de-tomar-vacina-contra-a-covid-19
Russia,"Jan 17, 2021","A report presents news about a drug that will be released in Russia in the coming days. A drug is expected to be released from Russia, rendering the vaccines useless.",social media,0,https://www.ellinikahoaxes.gr/2021/01/17/fr-antonios-stylianakis-covid-19-drug-vaccine-substitute-misinformation/
Norway,"Jan 17, 2021",Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,news media,3,https://www.snopes.com/fact-check/norway-vaccine-deaths/
United States,"Jan 16, 2021",US and UK are charging Rs 3000 and Rs 5000 respectively for COVID-19 vaccine.,news media,0,https://www.altnews.in/fact-check-abp-news-misreports-free-vaccine-in-india-but-not-in-us-uk/
Israel,"Jan 16, 2021",“13 Israelis suffer FACIAL PARALYSIS after taking Pfizer Covid jab”,news media,1,https://healthfeedback.org/claimreview/people-who-received-the-covid-19-vaccine-arent-more-likely-to-develop-facial-paralysis-than-people-who-didnt-receive-the-vaccine-rt-russia-today/
Brazil,"Jan 15, 2021","The governor of São Paulo, João Doria, closed Ceasa due to the covid-19 pandemic and the production that arrived had to be thrown away",multiple sources,0,https://checamos.afp.com/gravado-antes-da-chegada-da-covid-19-ao-brasil-este-video-mostra-ceagesp-apos-uma-enchente
France,"Jan 15, 2021",There were fewer deaths among those under 65 in 2020 than in 2019 and 2018.,multiple sources,0,https://factuel.afp.com/non-linsee-ne-compte-pas-moins-de-morts-en-france-en-2020-quen-2019-mais-bien-une-augmentation-de-9
Portugal,"Jan 15, 2021","The publication in question is based on ""comments posted on social networks and information collected from health entities"" to claim that ""tests cannot be done [to Covid-19] right now because they will be exhausted in all public and private services"" , in the district of Guarda",social media,0,https://poligrafo.sapo.pt/fact-check/testes-a-covid-19-estao-esgotados-no-distrito-da-guarda
Philippines,"Jan 15, 2021",Philippine presidential spokesperson Harry Roque calls poor people a 'burden' in coronavirus vaccination efforts.,facebook,0,https://www.rappler.com/newsbreak/fact-check/roque-says-poor-have-no-right-choosy-over-covid-19-vaccine
Mexico,"Jan 15, 2021",They filter photograph of the governor of Veracruz being vaccinated against COVID-19,social media,0,https://www.animalpolitico.com/elsabueso/fotografia-veracruz-cuitlahuac-vacuna-covid/
South Korea,"Jan 15, 2021",The free Covid-19 vaccines South Korea plans to offer will be from Celltrion.,multiple sources,0,https://factcheck.afp.com/social-media-posts-mislead-south-korean-coronavirus-vaccine
Turkey,"Jan 15, 2021",The claim that the photo shows the current vaccine car of the Ministry of Health,social media,0,https://teyit.org/analiz-fotografin-saglik-bakanligina-ait-guncel-asi-arabasini-gosterdigi-iddiasi
Africa,"Jan 15, 2021",Distribution of ivermectin in African countries is related to the lower relative number of covid-19 cases in countries on the continent,jair bolsonaro,0,https://politica.estadao.com.br/blogs/estadao-verifica/distribuicao-em-massa-de-ivermectina-nao-esta-ligada-aos-numeros-da-covid-19-na-africa/
Ecuador,"Jan 15, 2021",Ecuador paid Pfizer $ 80 for each vaccine,multiple sources,0,https://factual.afp.com/ecuador-pago-2-dolares-pfizer-por-cada-vacuna-segun-informacion-del-gobierno
Brazil,"Jan 15, 2021","The use of the mask, social withdrawal, isolation measures (...), we all have a lot of difficulty finding what went right and what went wrong",person,0,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/
Brazil,"Jan 15, 2021","Hydroxychloroquine, azithromycin and zinc cure covid-19",jair bolsonaro,0,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/
Argentina,"Jan 15, 2021","“What other country in the world has made emergency aid available? Does anybody remember Argentina, Paraguay, Uruguay, Venezuela, Mexico, Angola, Italy? [They didn""t]",jair bolsonaro,0,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/
United States,"Jan 15, 2021",Modern vaccine causes seizures in woman in the United States,social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/especialistas-e-orgaos-de-saude-dizem-nao-existir-prova-de-relacao-entre-vacina-contra-covid-19-e-convulsao/
Thailand,"Jan 15, 2021",Covid-19 treatments recommended by the dean of Thailand’s Siriraj Hospital,multiple sources,0,https://factcheck.afp.com/0-social-media-posts-purport-share-coronavirus-cure-thai-hospital-dean
Ireland,"Jan 15, 2021",Image shows genuine poster from Ireland’s Health Services,multiple sources,0,https://factcheck.afp.com/image-hoax-poster-irish-health-service-circulates-online-covid-19-cases-soar
France,"Jan 15, 2021",1 death following an anti-Covid vaccine in France,news media,1,https://factuel.afp.com/attention-ce-titre-trompeur-du-journal-des-femmes-effets-secondaires-du-vaccin-covid-1-deces
Brazil,"Jan 15, 2021","“Early treatment is recommended by the federal councils [...], it has proved effective in all cities and states in Brazil”",person,0,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/
United Kingdom,"Jan 15, 2021",Coronavirus rates among teachers are 333% above the average.,twitter,1,https://fullfact.org/health/teacher-covid-transmission/
United States,"Jan 15, 2021","“Why do we have vaccines? We have vaccines because we didn't have treatment for smallpox and it was a very deadly disease that made sense to have a vaccine. We didn't have treatment for polio initially, so [it] made sense to have a vaccine but this? Even without doing anything, this disease has a 99.991[%] chance of survival.”; “the Pfizer vaccine, this Moderna vaccine, this RNA thing - it doesn't prevent transmission by their own admission, okay?”; “Not only is hydroxychloroquine and chloroquine good for treatment, it's good for prevention”",person,1,https://healthfeedback.org/claimreview/vaccines-are-useful-even-when-there-is-a-treatment-for-a-disease-contrary-to-claim-by-lee-merritt-in-the-new-american-video/
Brazil,"Jan 15, 2021",“PSOL filed a lawsuit in the Porto Alegre court to prevent the municipality from delivering the early treatment kit to people with Covid-19”,jair bolsonaro,2,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/
United States,"Jan 15, 2021",Undocumented Immigrants Are Ineligible For the COVID-19 Vaccine,person,0,https://www.newsweek.com/fact-check-are-undocumented-immigrants-ineligible-covid-19-vaccine-1562061
Saudi Arabia,"Jan 15, 2021",5 deaths and 400 serious side effects in Saudi Arabia from Covid-19 vaccine,social media,0,https://factuel.afp.com/non-les-autorites-sanitaires-en-arabie-saoudite-nont-pas-fait-etat-de-plusieurs-morts-causees-par-le
Russia,"Jan 15, 2021","""The Russian vaccine – it is now completely obvious … is the best one worldwide. [N]o other preparations of a similar kind demonstrate such a level of protection and such a degree of safety.”",person,3,https://www.polygraph.info/a/putin-sputnik-coronavirus-vaccine/31048033.html
Mexico,"Jan 15, 2021",This photo shows the governor of Veracruz getting vaccinated against covid-19,multiple sources,0,https://factual.afp.com/la-foto-del-gobernador-de-veracruz-es-de-octubre-de-2020-cuando-se-vacuno-contra-la-influenza
Poland,"Jan 14, 2021","In Poland, now, according to my predictions, we have now equaled Sweden (in terms of deaths from COVID-19 per capita - note by Demagog), which did almost nothing.",person,0,https://demagog.org.pl/wypowiedzi/czy-polska-dogonila-szwecje-pod-wzgledem-liczby-zgonow-na-covid-19/
Indonesia,"Jan 14, 2021",Video shows a queue at the Covid-19 makeshift hospital at Jakarta's Athletes Village,multiple sources,0,https://factcheck.afp.com/video-shows-people-queueing-covid-19-quarantine-centre-malaysia
Argentina,"Jan 14, 2021",Argentina vaccinates the same guy twice.,social media,0,https://www.e-farsas.com/um-homem-foi-vacinado-duas-vezes-contra-a-covid-19-na-argentina.html/
Philippines,"Jan 14, 2021","I don't know if members of the Presidential Security Group were, in fact, administered vaccines against COVID-19.",rodrigo duterte,3,https://verafiles.org/articles/vera-files-fact-check-duterte-contradicts-past-pronouncement
United States,"Jan 14, 2021",New York State threw away COVID-19 vaccine doses that could have been otherwise used.,multiple sources,1,https://www.snopes.com/fact-check/covid-vaccine-throw-away/
World Wide,"Jan 14, 2021","We are fighting the coronavirus. In Brazil, Belarus and Sweden there was very little, almost none. For comparison: (...) There was a huge fight in the United States, at a huge cost, because there were elections, gigantic. And deaths per capita died about głowę people more than in Brazil.",person,0,https://demagog.org.pl/wypowiedzi/czy-w-usa-zmarlo-na-covid-19-o-1-3-osob-wiecej-niz-w-brazylii/
Ireland,"Jan 14, 2021",The Irish health service has admitted that the new coronavirus does not exist,facebook,0,https://facta.news/notizia-falsa/2021/01/14/non-e-vero-che-il-servizio-sanitario-irlandese-ha-ammesso-che-il-nuovo-coronavirus-non-esiste/
Italy,"Jan 14, 2021","«Autogrill Arino (Padua), owned by the Benetton family. Did you understand how it works? To friends of the Conte government, opening 24/24 without respecting anti-Covid rules. Instead for restaurants, bars, gyms etc, closures, sanctions and total persistence "".",facebook,0,https://facta.news/notizia-falsa/2021/01/14/questo-bar-non-e-aperto-perche-di-proprieta-della-famiglia-benetton-ma-perche-e-unarea-di-servizio-autostradale/
Italy,"Jan 14, 2021","""It""s the fault of the bars, restaurants, stadiums, museums, etc, right?""",facebook,1,https://facta.news/fuori-contesto/2021/01/14/questa-foto-di-una-metro-piena-di-persone-e-reale-ma-non-e-stata-scattata-in-italia/
Indonesia,"Jan 14, 2021","The video that is claimed to be a video queuing for Covid-19 patients at the Wisma Atlet Emergency Hospital (RSD), Jakarta",multiple sources,0,https://periksafakta.afp.com/video-menunjukkan-antrean-di-pusat-karantina-covid-19-di-malaysia
Indonesia,"Jan 14, 2021","""The people of Aceh reject the covid19 vaccine because according to Acehnese scholars it is haram""",facebook,1,https://cekfakta.com/focus/6085
Indonesia,"Jan 14, 2021",Elementary school students died of vaccines amid the Covid-19 pandemic,youtube,1,https://cekfakta.tempo.co/fakta/1196/sesat-siswi-sd-meninggal-karena-vaksin-di-tengah-pandemi-covid-19
Myanmar,"Jan 14, 2021",Doctors are encouraging the injection of COVID-19 vaccines in the penis.,multiple sources,0,https://factcheckmyanmar.afp.com/covid-19-thiuchekiu-amiusaalinganggthaithiuphiu-chraawnttettiukttnttychiuttaisttngmaa
France,"Jan 14, 2021",Michel Cymes pretended to be vaccinated against Covid-19,person,0,https://factuel.afp.com/non-michel-cymes-na-pas-feint-de-se-faire-vacciner-contre-le-covid-19
India,"Jan 13, 2021","Please note the differences: (1) dry cough + sneeze = air pollution (2) cough + mucus + sneeze + runny nose = common cold (3) Cough + mucus + sneeze + runny nose + body ache + weakness + light fever = flu (4) Dry cough + sneeze + body pain + weakness + high fever + difficulty breathing = coronavirus. Pathology department AIIMS, Delhi. Make this message available to as many people as possible!",whatsapp,0,https://www.vishvasnews.com/english/health/quick-fact-check-fake-post-on-coronavirus-symptoms-0ly-attributed-to-aiims-resurfaces/
Europe,"Jan 13, 2021","""When the pandemic started, the private [hospitals] wanted to charge 13,000 euros for each patient with Covid-19""",person,0,https://observador.pt/factchecks/fact-check-privados-queriam-cobrar-13-mil-euros-por-cada-doente-com-covid-19-como-diz-marisa-matias/
Poland,"Jan 13, 2021","At the moment, today, we have over 250,000. people vaccinated on covid. The report of the Chief Sanitary Inspector and the entire Sanitary Inspection shows that in Poland we have so far had only 37 undesirable postvaccination reactions in the case of covid vaccination, of which 32 were mild, 4 serious and 1 severe.",person,2,https://demagog.org.pl/wypowiedzi/ile-nopow-wystapilo-po-szczepieniu-na-covid-19/
United Kingdom,"Jan 13, 2021","“The experts openly said: These are not different options, but successive steps to conquer the world and take it under the unified strict control of corporations, elected by no one and not responsible to anyone.”",person,0,https://www.polygraph.info/a/31045421.html
United States,"Jan 13, 2021",Texas is Doing a Great Job With COVID-19 Vaccine Administration,donald trump,1,https://www.newsweek.com/fact-check-texas-doing-great-job-covid-19-vaccine-administration-trump-says-1561387
United Kingdom,"Jan 13, 2021",Police will now require written evidence of a medical exemption if people are to avoid a fine for not wearing a mask.,news media,3,https://fullfact.org/health/police-mask-exemption/
China,"Jan 13, 2021","people are being cooled... See where Pfizer""s bite is being produced [in China]… Touch the image to enlarge it…",facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/13/verificamos-pfizer-vacina-china/
Mexico,"Jan 13, 2021",Layda Sansores broke into the warehouse to be vaccinated against COVID-19,social media,0,https://www.animalpolitico.com/elsabueso/falso-video-sansores-vacunada-covid/
United Kingdom,"Jan 13, 2021",Same woman gets Covid-19 vaccine in UK and South Africa,multiple sources,0,https://factcheck.afp.com/south-african-newspaper-clarifies-it-used-photo-british-woman-receiving-covid-19-vaccine-satirical
Poland,"Jan 12, 2021","If we look at data (concerning COVID-19 - note by Demagog), e.g. Eurostat, and look at a map with Poland marked, Poland is often marked in gray there (...) because data from Poland is simply unbelievable, they are not recognized by the world.",person,0,https://demagog.org.pl/wypowiedzi/czy-eurostat-pomija-statystyki-dotyczace-polski-poniewaz-sa-one-niewiarygodne/
United Kingdom,"Jan 12, 2021",Make sure you and your family all dig out your NHS number and have a copy of it immediately to hand for the Covid jab. NHS staff on the front line say this is the biggest bottleneck when it comes to administering the vaccine to as many people as quickly as possible.,facebook,1,https://fullfact.org/online/nhs-number-coronavirus-vaccine/
Thailand,"Jan 12, 2021","A message has been shared repeatedly in multiple posts on Facebook, Twitter and messaging app Line that purports to be an official warning from the Thailand Post service about the danger of contracting Covid-19 from touching mail. ",multiple sources,0,https://factcheck.afp.com/hoax-thai-post-warning-message-shares-1-claim-about-covid-19-infection-touching-mail
Indonesia,"Jan 12, 2021",The video claimed to be the video of Social Minister Risma and the Minister of Home Affairs dancing without masks in the middle of the Covid-19 pandemic,facebook,0,https://cekfakta.tempo.co/fakta/1193/keliru-klaim-ini-video-mensos-risma-dan-mendagri-berjoget-tanpa-masker-di-tengah-pandemi-covid-19
United Kingdom,"Jan 11, 2021",Mandatory vaccines became law from Wednesday 6 January 2021.,facebook,0,https://fullfact.org/online/mandatory-vaccines-january-2021/
Indonesia,"Jan 11, 2021","The video that is claimed to be a video queuing for Covid-19 patients at the Wisma Atlet Emergency Hospital (RSD), Jakarta",facebook,0,https://cekfakta.tempo.co/fakta/1189/keliru-klaim-ini-video-antrian-masuk-pasien-covid-19-di-rsd-wisma-atlet
Italy ,"Jan 11, 2021","Italian scientists did the Covid test on a kiwi, and the result was positive.",social media,0,https://www.aosfatos.org/noticias/video-de-teste-positivo-para-covid-19-em-kiwi-nao-prova-que-exames-sao-ineficazes/
United States,"Jan 11, 2021","Immunologist Anthony Fauci did not receive covid-19 vaccine, he got the wrong arm, it is a sham.",multiple sources,0,https://factual.afp.com/el-inmunologo-estadounidense-anthony-fauci-si-recibio-la-vacuna-contra-el-covid-19
Argentina,"Jan 10, 2021",“Argentina again setting a world trend. Vaccinating the same guy twice. ”,facebook,0,https://observador.pt/factchecks/fact-check-homem-na-argentina-foi-vacinado-duas-vezes-em-bracos-diferentes-contra-a-covid-19/
United States,"Jan 10, 2021",Barack Obama advises Africans not to get vaccinated against Covid-19.,social media,0,https://www.indiatoday.in/fact-check/story/fact-check-obama-never-warned-africans-against-covid-19-vaccines-from-us-europe-1757718-2021-01-10
United States,"Jan 10, 2021",The video shows Kamala Harris actually wasn't vaccinated,facebook,0,https://observador.pt/factchecks/fact-check-kamala-harris-simulou-momento-em-que-foi-vacinada-contra-a-covid-19/
